Unnamed: 0,CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Date,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct,Payment_Status,Delivery_Days,Customer_Rating,Return_Status,Customer_City,Discount_Percent,Order_Priority,Support_Calls,Membership
22,17850.0,M,Chicago,12.0,16731.0,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,SAVE10,10.0,failed,2,3,NONE,Unknown,25,Medium,3,Gold
23,13047.0,M,California,43.0,16684.0,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,NO COUPON,10.0,paid,3,5,Not Returned,Kochi,5,Medium,3,Gold
24,13047.0,M,California,43.0,16684.0,2019-01-01,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Used,0.1,1/1/2019,4500.0,2424.5,1,SALE20,10.0,failed,7,2,Returned,Delhi,5,Low,3,Platinum
25,13047.0,M,California,43.0,16688.0,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/1/2019,4500.0,2424.5,1,UNKNOWN,10.0,paid,3,4,Returned,Kochi,5,High,3,Gold
26,13047.0,M,California,43.0,16689.0,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/1/2019,4500.0,2424.5,1,NONE,10.0,pending,7,4,Returned,Unknown,5,High,3,Gold
27,12583.0,M,Chicago,33.0,16694.0,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/1/2019,4500.0,2424.5,1,SAVE10,10.0,paid,3,3,Unknown,Mumbai,20,Low,1,Gold
28,15100.0,M,California,49.0,16712.0,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,NO COUPON,10.0,unknown,7,3,Not Returned,Unknown,25,High,1,Gold
29,14688.0,F,New York,46.0,16732.0,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,SALE20,10.0,pending,3,1,Returned,Chennai,25,High,3,Gold
30,14688.0,F,New York,46.0,16733.0,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,SAVE10,10.0,failed,3,2,Returned,Chennai,25,High,1,Silver
31,14688.0,F,New York,46.0,16736.0,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/1/2019,4500.0,2424.5,1,NEWUSER,10.0,unknown,2,4,NONE,Delhi,25,Medium,0,Platinum
32,17850.0,M,Chicago,12.0,16879.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,unknown,5,1,Not Returned,Delhi,10,Medium,3,Gold
33,17850.0,M,Chicago,12.0,16880.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,unknown,5,1,NONE,Unknown,5,High,1,Gold
34,17850.0,M,Chicago,12.0,16881.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,failed,5,2,Returned,Kochi,10,High,1,Silver
35,17850.0,M,Chicago,12.0,16882.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,SALE20,10.0,pending,3,4,Returned,Chennai,10,Low,3,Gold
36,17850.0,M,Chicago,12.0,16883.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,unknown,5,3,Unknown,Unknown,25,Medium,2,Gold
37,17850.0,M,Chicago,12.0,16886.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,unknown,3,3,NONE,Kochi,25,Low,3,Gold
38,12431.0,F,New Jersey,14.0,16819.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,pending,3,4,Returned,Chennai,25,Low,3,Gold
39,12431.0,F,New Jersey,14.0,16819.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,unknown,3,2,Unknown,Unknown,25,Low,3,Gold
40,12431.0,F,New Jersey,14.0,16822.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,102.13,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,pending,1,4,Not Returned,Mumbai,20,Low,3,Gold
41,12431.0,F,New Jersey,14.0,16823.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,pending,3,5,Unknown,Delhi,25,Medium,0,Gold
42,12431.0,F,New Jersey,14.0,16825.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,unknown,3,3,Returned,Unknown,5,High,2,Gold
43,17511.0,F,Chicago,25.0,16826.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,failed,2,3,Returned,Unknown,10,High,3,Platinum
44,17511.0,F,Chicago,25.0,16830.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,paid,1,3,Returned,Kochi,20,High,3,Platinum
45,17511.0,F,Chicago,25.0,16833.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,unknown,3,3,Returned,Unknown,15,High,3,Platinum
46,17511.0,F,Chicago,25.0,16835.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,unknown,2,3,Not Returned,Chennai,25,High,3,Platinum
47,17511.0,F,Chicago,25.0,16836.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,paid,7,3,Unknown,Chennai,5,High,2,Platinum
48,17511.0,F,Chicago,25.0,16836.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,81.5,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,failed,3,3,NONE,Chennai,10,High,3,Platinum
49,17511.0,F,Chicago,25.0,16837.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,SALE20,10.0,unknown,3,5,Unknown,Chennai,25,High,3,Platinum
50,17511.0,F,Chicago,25.0,16842.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,paid,7,5,Unknown,Unknown,15,Low,2,Platinum
51,17548.0,M,Chicago,50.0,16844.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,paid,3,2,Not Returned,Chennai,25,High,3,Gold
52,17548.0,M,Chicago,50.0,16846.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,pending,3,3,Returned,Unknown,20,High,0,Gold
53,17548.0,M,Chicago,50.0,16847.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,paid,2,1,Unknown,Delhi,15,High,3,Gold
54,13705.0,F,Chicago,39.0,16849.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,paid,3,3,Returned,Mumbai,10,Medium,0,Gold
55,13705.0,F,Chicago,39.0,16851.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,paid,3,4,Unknown,Chennai,5,Medium,1,Gold
56,13705.0,F,Chicago,39.0,16853.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,failed,5,4,Not Returned,Kochi,10,Medium,2,Silver
57,13705.0,F,Chicago,39.0,16854.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,pending,5,2,NONE,Unknown,25,High,2,Silver
58,13705.0,F,Chicago,39.0,16856.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,failed,3,4,Returned,Delhi,25,High,2,Platinum
59,13747.0,F,Chicago,21.0,16857.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NONE,10.0,unknown,2,5,Not Returned,Chennai,20,High,3,Platinum
60,13408.0,M,Chicago,30.0,16859.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NONE,10.0,pending,1,3,Returned,Unknown,25,High,3,Platinum
61,13408.0,M,Chicago,30.0,16861.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,SALE20,10.0,unknown,2,1,NONE,Mumbai,25,High,3,Platinum
62,13408.0,M,Chicago,30.0,16863.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,paid,3,2,Unknown,Mumbai,25,High,3,Platinum
63,13408.0,M,Chicago,30.0,16865.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,35.96,Used,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,paid,3,3,NONE,Kochi,10,High,3,Platinum
64,13767.0,F,Chicago,29.0,16869.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,paid,3,5,NONE,Mumbai,5,Low,3,Gold
65,13767.0,F,Chicago,29.0,16869.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,unknown,5,2,Not Returned,Delhi,15,Low,3,Gold
66,13767.0,F,Chicago,29.0,16870.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,unknown,3,1,NONE,Delhi,20,Low,3,Gold
67,13767.0,F,Chicago,29.0,16871.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,unknown,3,3,Returned,Mumbai,25,Medium,3,Gold
68,13767.0,F,Chicago,29.0,16872.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,SALE20,10.0,paid,3,2,Returned,Delhi,25,Medium,3,Platinum
69,13767.0,F,Chicago,29.0,16874.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,paid,7,1,Returned,Chennai,10,High,2,Platinum
70,13767.0,F,Chicago,29.0,16875.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,paid,7,1,Not Returned,Mumbai,10,Medium,2,Gold
71,13767.0,F,Chicago,29.0,16876.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,NONE,10.0,unknown,3,3,Not Returned,Unknown,20,Medium,3,Gold
72,17924.0,M,New Jersey,26.0,16888.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,28.78,Clicked,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,paid,3,4,Not Returned,Mumbai,25,Medium,3,Silver
73,13448.0,F,California,41.0,16890.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,paid,3,2,NONE,Chennai,25,Medium,3,Platinum
74,13448.0,F,California,41.0,16896.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,SALE20,10.0,unknown,3,2,Returned,Chennai,25,Medium,0,Silver
75,13448.0,F,California,41.0,16897.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,paid,3,4,Unknown,Delhi,10,Medium,2,Gold
76,15862.0,F,California,24.0,16907.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,unknown,3,5,Returned,Delhi,25,Medium,0,Silver
77,15862.0,F,California,24.0,16910.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,SALE20,10.0,unknown,3,3,Not Returned,Chennai,25,Medium,3,Platinum
78,15862.0,F,California,24.0,16912.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,SAVE10,10.0,paid,3,3,NONE,Delhi,25,Low,1,Platinum
79,15862.0,F,California,24.0,16914.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,NONE,10.0,failed,3,3,Unknown,Delhi,15,Low,2,Gold
80,15862.0,F,California,24.0,16915.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,SALE20,10.0,paid,3,1,Unknown,Mumbai,25,Low,1,Silver
81,15862.0,F,California,24.0,16916.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,unknown,5,4,Returned,Chennai,15,High,3,Silver
82,15862.0,F,California,24.0,16917.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,SALE20,10.0,unknown,3,4,Returned,Chennai,15,Medium,0,Gold
83,15862.0,F,California,24.0,16918.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,paid,3,4,Returned,Delhi,25,High,0,Gold
84,15862.0,F,California,24.0,16918.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,NO COUPON,10.0,pending,1,5,NONE,Kochi,25,High,0,Gold
85,15862.0,F,California,24.0,16919.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,SALE20,10.0,pending,3,3,Returned,Chennai,25,Medium,0,Platinum
86,15862.0,F,California,24.0,16920.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,unknown,2,3,Returned,Chennai,20,Low,3,Platinum
87,15862.0,F,California,24.0,16920.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,paid,3,2,Returned,Delhi,25,Low,0,Platinum
88,15862.0,F,California,24.0,16923.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,UNKNOWN,10.0,paid,3,5,Unknown,Unknown,5,Low,0,Silver
89,15862.0,F,California,24.0,16924.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,NONE,10.0,unknown,3,3,Returned,Unknown,5,Low,3,Silver
